ArrayType,SortType,Size,Time
Random,Standard Merge Sort,6400,3254
Random,Standard Merge Sort,6500,3467
Random,Standard Merge Sort,6600,3419
Random,Standard Merge Sort,6700,3466
Random,Standard Merge Sort,6800,3771
Random,Standard Merge Sort,6900,3553
Random,Standard Merge Sort,7000,3677
Random,Standard Merge Sort,7100,3666
Random,Standard Merge Sort,7200,3997
Random,Standard Merge Sort,7300,3771
Random,Standard Merge Sort,7400,3865
Random,Standard Merge Sort,7500,3855
Random,Standard Merge Sort,7600,3967
Random,Standard Merge Sort,7700,4051
Random,Standard Merge Sort,7800,4104
Random,Standard Merge Sort,7900,4080
Random,Standard Merge Sort,8000,4178
Random,Standard Merge Sort,8100,4179
Random,Standard Merge Sort,8200,4291
Random,Standard Merge Sort,8300,4322
Random,Standard Merge Sort,8400,4479
Random,Standard Merge Sort,8500,4460
Random,Standard Merge Sort,8600,4629
Random,Standard Merge Sort,8700,4680
Random,Standard Merge Sort,8800,4639
Random,Standard Merge Sort,8900,4775
Random,Standard Merge Sort,9000,4938
Random,Standard Merge Sort,9100,4882
Random,Standard Merge Sort,9200,4839
Random,Standard Merge Sort,9300,4963
Random,Standard Merge Sort,9400,5070
Random,Standard Merge Sort,9500,5033
Random,Standard Merge Sort,9600,5134
Random,Standard Merge Sort,9700,5290
Random,Standard Merge Sort,9800,5178
Random,Standard Merge Sort,9900,5356
Random,Hybrid Merge Sort,500,225
Random,Hybrid Merge Sort,600,320
Random,Hybrid Merge Sort,700,453
Random,Hybrid Merge Sort,800,605
Random,Hybrid Merge Sort,900,753
Random,Hybrid Merge Sort,1000,902
Random,Hybrid Merge Sort,1100,579
Random,Hybrid Merge Sort,1200,678
Random,Hybrid Merge Sort,1300,829
Random,Hybrid Merge Sort,1400,909
Random,Hybrid Merge Sort,1500,1041
Random,Hybrid Merge Sort,1600,1192
Random,Hybrid Merge Sort,1700,1376
Random,Hybrid Merge Sort,1800,1482
Random,Hybrid Merge Sort,1900,1714
Random,Hybrid Merge Sort,2000,1848
Random,Hybrid Merge Sort,2100,1129
Random,Hybrid Merge Sort,2200,1273
Random,Hybrid Merge Sort,2300,1331
Random,Hybrid Merge Sort,2400,1426
Random,Hybrid Merge Sort,2500,1621
Random,Hybrid Merge Sort,2600,1783
Random,Hybrid Merge Sort,2700,1799
Random,Hybrid Merge Sort,2800,1878
Random,Hybrid Merge Sort,2900,2085
Random,Hybrid Merge Sort,3000,2274
Random,Hybrid Merge Sort,3100,2368
Random,Hybrid Merge Sort,3200,2479
Random,Hybrid Merge Sort,3300,2598
Random,Hybrid Merge Sort,3400,2775
Random,Hybrid Merge Sort,3500,2950
Random,Hybrid Merge Sort,3600,3112
Random,Hybrid Merge Sort,3700,3299
Random,Hybrid Merge Sort,3800,3424
Random,Hybrid Merge Sort,3900,3631
Random,Hybrid Merge Sort,4000,3785
Random,Hybrid Merge Sort,4100,2212
Random,Hybrid Merge Sort,4200,2328
Random,Hybrid Merge Sort,4300,2458
Random,Hybrid Merge Sort,4400,2561
Random,Hybrid Merge Sort,4500,2640
Random,Hybrid Merge Sort,4600,2770
Random,Hybrid Merge Sort,4700,2885
Random,Hybrid Merge Sort,4800,3014
Random,Hybrid Merge Sort,4900,3138
Random,Hybrid Merge Sort,5000,3249
Random,Hybrid Merge Sort,5100,3404
Random,Hybrid Merge Sort,5200,3495
Random,Hybrid Merge Sort,5300,3602
Random,Hybrid Merge Sort,5400,3695
Random,Hybrid Merge Sort,5500,3833
Random,Hybrid Merge Sort,5600,3965
Random,Hybrid Merge Sort,5700,4072
Random,Hybrid Merge Sort,5800,4251
Random,Hybrid Merge Sort,5900,4420
Random,Hybrid Merge Sort,6000,4543
Random,Hybrid Merge Sort,6100,4702
Random,Hybrid Merge Sort,6200,4879
Random,Hybrid Merge Sort,6300,5095
Random,Hybrid Merge Sort,6400,5245
Random,Hybrid Merge Sort,6500,5280
Random,Hybrid Merge Sort,6600,5396
Random,Hybrid Merge Sort,6700,5666
Random,Hybrid Merge Sort,6800,5760
Random,Hybrid Merge Sort,6900,5993
Random,Hybrid Merge Sort,7000,6539
Random,Hybrid Merge Sort,7100,6303
Random,Hybrid Merge Sort,7200,6806
Random,Hybrid Merge Sort,7300,6676
Random,Hybrid Merge Sort,7400,6897
Random,Hybrid Merge Sort,7500,7374
Random,Hybrid Merge Sort,7600,7057
Random,Hybrid Merge Sort,7700,7800
Random,Hybrid Merge Sort,7800,7532
Random,Hybrid Merge Sort,7900,7978
Random,Hybrid Merge Sort,8000,7815
Random,Hybrid Merge Sort,8100,4574
Random,Hybrid Merge Sort,8200,4931
Random,Hybrid Merge Sort,8300,4976
Random,Hybrid Merge Sort,8400,4784
Random,Hybrid Merge Sort,8500,4840
Random,Hybrid Merge Sort,8600,5260
Random,Hybrid Merge Sort,8700,5252
Random,Hybrid Merge Sort,8800,5237
Random,Hybrid Merge Sort,8900,5446
Random,Hybrid Merge Sort,9000,5396
Random,Hybrid Merge Sort,9100,5484
Random,Hybrid Merge Sort,9200,5624
Random,Hybrid Merge Sort,9300,5796
Random,Hybrid Merge Sort,9400,5966
Random,Hybrid Merge Sort,9500,6124
Random,Hybrid Merge Sort,9600,6224
Random,Hybrid Merge Sort,9700,6501
Random,Hybrid Merge Sort,9800,6562
Random,Hybrid Merge Sort,9900,6601
Reverse,Standard Merge Sort,500,193
Reverse,Standard Merge Sort,600,232
Reverse,Standard Merge Sort,700,275
Reverse,Standard Merge Sort,800,315
Reverse,Standard Merge Sort,900,377
Reverse,Standard Merge Sort,1000,445
Reverse,Standard Merge Sort,1100,457
Reverse,Standard Merge Sort,1200,484
Reverse,Standard Merge Sort,1300,529
Reverse,Standard Merge Sort,1400,571
Reverse,Standard Merge Sort,1500,610
Reverse,Standard Merge Sort,1600,684
Reverse,Standard Merge Sort,1700,761
Reverse,Standard Merge Sort,1800,759
Reverse,Standard Merge Sort,1900,792
Reverse,Standard Merge Sort,2000,816
Reverse,Standard Merge Sort,2100,875
Reverse,Standard Merge Sort,2200,973
Reverse,Standard Merge Sort,2300,963
Reverse,Standard Merge Sort,2400,999
Reverse,Standard Merge Sort,2500,1067
Reverse,Standard Merge Sort,2600,1157
Reverse,Standard Merge Sort,2700,1130
Reverse,Standard Merge Sort,2800,1174
Reverse,Standard Merge Sort,2900,1292
Reverse,Standard Merge Sort,3000,1297
Reverse,Standard Merge Sort,3100,1293
Reverse,Standard Merge Sort,3200,1462
Reverse,Standard Merge Sort,3300,1400
Reverse,Standard Merge Sort,3400,1438
Reverse,Standard Merge Sort,3500,1565
Reverse,Standard Merge Sort,3600,1522
Reverse,Standard Merge Sort,3700,1605
Reverse,Standard Merge Sort,3800,1621
Reverse,Standard Merge Sort,3900,1657
Reverse,Standard Merge Sort,4000,1818
Reverse,Standard Merge Sort,4100,1735
Reverse,Standard Merge Sort,4200,1854
Reverse,Standard Merge Sort,4300,1864
Reverse,Standard Merge Sort,4400,2036
Reverse,Standard Merge Sort,4500,1929
Reverse,Standard Merge Sort,4600,2023
Reverse,Standard Merge Sort,4700,2016
Reverse,Standard Merge Sort,4800,2153
Reverse,Standard Merge Sort,4900,2153
Reverse,Standard Merge Sort,5000,2265
Reverse,Standard Merge Sort,5100,2211
Reverse,Standard Merge Sort,5200,2283
Reverse,Standard Merge Sort,5300,2410
Reverse,Standard Merge Sort,5400,2338
Reverse,Standard Merge Sort,5500,2473
Reverse,Standard Merge Sort,5600,2509
Reverse,Standard Merge Sort,5700,2514
Reverse,Standard Merge Sort,5800,2574
Reverse,Standard Merge Sort,5900,2582
Reverse,Standard Merge Sort,6000,2642
Reverse,Standard Merge Sort,6100,2771
Reverse,Standard Merge Sort,6200,2806
Reverse,Standard Merge Sort,6300,2770
Reverse,Standard Merge Sort,6400,2894
Reverse,Standard Merge Sort,6500,2864
Reverse,Standard Merge Sort,6600,2890
Reverse,Standard Merge Sort,6700,2934
Reverse,Standard Merge Sort,6800,3025
Reverse,Standard Merge Sort,6900,3046
Reverse,Standard Merge Sort,7000,3131
Reverse,Standard Merge Sort,7100,3177
Reverse,Standard Merge Sort,7200,3222
Reverse,Standard Merge Sort,7300,3268
Reverse,Standard Merge Sort,7400,3338
Reverse,Standard Merge Sort,7500,3305
Reverse,Standard Merge Sort,7600,3347
Reverse,Standard Merge Sort,7700,3398
Reverse,Standard Merge Sort,7800,3443
Reverse,Standard Merge Sort,7900,3520
Reverse,Standard Merge Sort,8000,3526
Reverse,Standard Merge Sort,8100,3564
Reverse,Standard Merge Sort,8200,3603
Reverse,Standard Merge Sort,8300,3666
Reverse,Standard Merge Sort,8400,3735
Reverse,Standard Merge Sort,8500,3762
Reverse,Standard Merge Sort,8600,3808
Reverse,Standard Merge Sort,8700,3867
Reverse,Standard Merge Sort,8800,3933
Reverse,Standard Merge Sort,8900,4015
Reverse,Standard Merge Sort,9000,4065
Reverse,Standard Merge Sort,9100,4103
Reverse,Standard Merge Sort,9200,4160
Reverse,Standard Merge Sort,9300,4308
Reverse,Standard Merge Sort,9400,4226
Reverse,Standard Merge Sort,9500,4311
Reverse,Standard Merge Sort,9600,4353
Reverse,Standard Merge Sort,9700,4373
Reverse,Standard Merge Sort,9800,4488
Reverse,Standard Merge Sort,9900,4545
Reverse,Hybrid Merge Sort,500,548
Reverse,Hybrid Merge Sort,600,656
Reverse,Hybrid Merge Sort,700,880
Reverse,Hybrid Merge Sort,800,1143
Reverse,Hybrid Merge Sort,900,1542
Reverse,Hybrid Merge Sort,1000,1794
Reverse,Hybrid Merge Sort,1100,1099
Reverse,Hybrid Merge Sort,1200,1385
Reverse,Hybrid Merge Sort,1300,1529
Reverse,Hybrid Merge Sort,1400,1800
Reverse,Hybrid Merge Sort,1500,2085
Reverse,Hybrid Merge Sort,1600,2364
Reverse,Hybrid Merge Sort,1700,2608
Reverse,Hybrid Merge Sort,1800,2972
Reverse,Hybrid Merge Sort,1900,3337
Reverse,Hybrid Merge Sort,2000,3648
Reverse,Hybrid Merge Sort,2100,2075
Reverse,Hybrid Merge Sort,2200,2361
Reverse,Hybrid Merge Sort,2300,2514
Reverse,Hybrid Merge Sort,2400,2673
Reverse,Hybrid Merge Sort,2500,2947
Reverse,Hybrid Merge Sort,2600,3163
Reverse,Hybrid Merge Sort,2700,3412
Reverse,Hybrid Merge Sort,2800,3633
Reverse,Hybrid Merge Sort,2900,3918
Reverse,Hybrid Merge Sort,3000,4176
Reverse,Hybrid Merge Sort,3100,4502
Reverse,Hybrid Merge Sort,3200,4771
Reverse,Hybrid Merge Sort,3300,5013
Reverse,Hybrid Merge Sort,3400,5290
Reverse,Hybrid Merge Sort,3500,5638
Reverse,Hybrid Merge Sort,3600,5996
Reverse,Hybrid Merge Sort,3700,6327
Reverse,Hybrid Merge Sort,3800,6635
Reverse,Hybrid Merge Sort,3900,6894
Reverse,Hybrid Merge Sort,4000,7325
Reverse,Hybrid Merge Sort,4100,3950
Reverse,Hybrid Merge Sort,4200,4139
Reverse,Hybrid Merge Sort,4300,4341
Reverse,Hybrid Merge Sort,4400,4563
Reverse,Hybrid Merge Sort,4500,4815
Reverse,Hybrid Merge Sort,4600,5034
Reverse,Hybrid Merge Sort,4700,5277
Reverse,Hybrid Merge Sort,4800,5469
Reverse,Hybrid Merge Sort,4900,5689
Reverse,Hybrid Merge Sort,5000,5939
Reverse,Hybrid Merge Sort,5100,6260
Reverse,Hybrid Merge Sort,5200,6385
Reverse,Hybrid Merge Sort,5300,6663
Reverse,Hybrid Merge Sort,5400,6848
Reverse,Hybrid Merge Sort,5500,7213
Reverse,Hybrid Merge Sort,5600,7457
Reverse,Hybrid Merge Sort,5700,7678
Reverse,Hybrid Merge Sort,5800,7917
Reverse,Hybrid Merge Sort,5900,8234
Reverse,Hybrid Merge Sort,6000,8469
Reverse,Hybrid Merge Sort,6100,8803
Reverse,Hybrid Merge Sort,6200,9136
Reverse,Hybrid Merge Sort,6300,9366
Reverse,Hybrid Merge Sort,6400,9661
Reverse,Hybrid Merge Sort,6500,9814
Reverse,Hybrid Merge Sort,6600,10010
Reverse,Hybrid Merge Sort,6700,10328
Reverse,Hybrid Merge Sort,6800,10654
Reverse,Hybrid Merge Sort,6900,10988
Reverse,Hybrid Merge Sort,7000,11454
Reverse,Hybrid Merge Sort,7100,11792
Reverse,Hybrid Merge Sort,7200,12120
Reverse,Hybrid Merge Sort,7300,12488
Reverse,Hybrid Merge Sort,7400,12739
Reverse,Hybrid Merge Sort,7500,13132
Reverse,Hybrid Merge Sort,7600,13637
Reverse,Hybrid Merge Sort,7700,13862
Reverse,Hybrid Merge Sort,7800,14255
Reverse,Hybrid Merge Sort,7900,14496
Reverse,Hybrid Merge Sort,8000,14924
Reverse,Hybrid Merge Sort,8100,8014
Reverse,Hybrid Merge Sort,8200,8133
Reverse,Hybrid Merge Sort,8300,8235
Reverse,Hybrid Merge Sort,8400,8419
Reverse,Hybrid Merge Sort,8500,8662
Reverse,Hybrid Merge Sort,8600,8810
Reverse,Hybrid Merge Sort,8700,9010
Reverse,Hybrid Merge Sort,8800,9206
Reverse,Hybrid Merge Sort,8900,9424
Reverse,Hybrid Merge Sort,9000,9612
Reverse,Hybrid Merge Sort,9100,9823
Reverse,Hybrid Merge Sort,9200,10044
Reverse,Hybrid Merge Sort,9300,10487
Reverse,Hybrid Merge Sort,9400,10643
Reverse,Hybrid Merge Sort,9500,10963
Reverse,Hybrid Merge Sort,9600,11134
Reverse,Hybrid Merge Sort,9700,11370
Reverse,Hybrid Merge Sort,9800,11605
Reverse,Hybrid Merge Sort,9900,11899
AlmostSorted,Standard Merge Sort,500,243
AlmostSorted,Standard Merge Sort,600,275
AlmostSorted,Standard Merge Sort,700,284
AlmostSorted,Standard Merge Sort,800,333
AlmostSorted,Standard Merge Sort,900,374
AlmostSorted,Standard Merge Sort,1000,411
AlmostSorted,Standard Merge Sort,1100,461
AlmostSorted,Standard Merge Sort,1200,504
AlmostSorted,Standard Merge Sort,1300,612
AlmostSorted,Standard Merge Sort,1400,609
AlmostSorted,Standard Merge Sort,1500,656
AlmostSorted,Standard Merge Sort,1600,679
AlmostSorted,Standard Merge Sort,1700,725
AlmostSorted,Standard Merge Sort,1800,769
AlmostSorted,Standard Merge Sort,1900,896
AlmostSorted,Standard Merge Sort,2000,875
AlmostSorted,Standard Merge Sort,2100,912
AlmostSorted,Standard Merge Sort,2200,960
AlmostSorted,Standard Merge Sort,2300,1080
AlmostSorted,Standard Merge Sort,2400,1048
AlmostSorted,Standard Merge Sort,2500,1087
AlmostSorted,Standard Merge Sort,2600,1133
AlmostSorted,Standard Merge Sort,2700,1236
AlmostSorted,Standard Merge Sort,2800,1296
AlmostSorted,Standard Merge Sort,2900,1280
AlmostSorted,Standard Merge Sort,3000,1405
AlmostSorted,Standard Merge Sort,3100,1366
AlmostSorted,Standard Merge Sort,3200,1542
AlmostSorted,Standard Merge Sort,3300,1475
AlmostSorted,Standard Merge Sort,3400,1527
AlmostSorted,Standard Merge Sort,3500,1556
AlmostSorted,Standard Merge Sort,3600,1604
AlmostSorted,Standard Merge Sort,3700,1651
AlmostSorted,Standard Merge Sort,3800,1697
AlmostSorted,Standard Merge Sort,3900,1792
AlmostSorted,Standard Merge Sort,4000,1788
AlmostSorted,Standard Merge Sort,4100,1832
AlmostSorted,Standard Merge Sort,4200,1898
AlmostSorted,Standard Merge Sort,4300,1943
AlmostSorted,Standard Merge Sort,4400,1981
AlmostSorted,Standard Merge Sort,4500,2026
AlmostSorted,Standard Merge Sort,4600,2071
AlmostSorted,Standard Merge Sort,4700,2127
AlmostSorted,Standard Merge Sort,4800,2171
AlmostSorted,Standard Merge Sort,4900,2404
AlmostSorted,Standard Merge Sort,5000,2421
AlmostSorted,Standard Merge Sort,5100,2334
AlmostSorted,Standard Merge Sort,5200,2364
AlmostSorted,Standard Merge Sort,5300,2411
AlmostSorted,Standard Merge Sort,5400,2483
AlmostSorted,Standard Merge Sort,5500,2842
AlmostSorted,Standard Merge Sort,5600,2559
AlmostSorted,Standard Merge Sort,5700,2616
AlmostSorted,Standard Merge Sort,5800,2663
AlmostSorted,Standard Merge Sort,5900,2713
AlmostSorted,Standard Merge Sort,6000,3089
AlmostSorted,Standard Merge Sort,6100,2808
AlmostSorted,Standard Merge Sort,6200,2853
AlmostSorted,Standard Merge Sort,6300,2913
AlmostSorted,Standard Merge Sort,6400,2980
AlmostSorted,Standard Merge Sort,6500,3187
AlmostSorted,Standard Merge Sort,6600,3101
AlmostSorted,Standard Merge Sort,6700,3099
AlmostSorted,Standard Merge Sort,6800,3153
AlmostSorted,Standard Merge Sort,6900,3540
AlmostSorted,Standard Merge Sort,7000,3234
AlmostSorted,Standard Merge Sort,7100,3346
AlmostSorted,Standard Merge Sort,7200,3337
AlmostSorted,Standard Merge Sort,7300,3712
AlmostSorted,Standard Merge Sort,7400,3524
AlmostSorted,Standard Merge Sort,7500,3564
AlmostSorted,Standard Merge Sort,7600,3578
AlmostSorted,Standard Merge Sort,7700,3930
AlmostSorted,Standard Merge Sort,7800,3768
AlmostSorted,Standard Merge Sort,7900,3907
AlmostSorted,Standard Merge Sort,8000,4360
AlmostSorted,Standard Merge Sort,8100,3985
AlmostSorted,Standard Merge Sort,8200,4046
AlmostSorted,Standard Merge Sort,8300,4428
AlmostSorted,Standard Merge Sort,8400,4201
AlmostSorted,Standard Merge Sort,8500,4236
AlmostSorted,Standard Merge Sort,8600,4586
AlmostSorted,Standard Merge Sort,8700,4324
AlmostSorted,Standard Merge Sort,8800,4407
AlmostSorted,Standard Merge Sort,8900,4529
AlmostSorted,Standard Merge Sort,9000,4489
AlmostSorted,Standard Merge Sort,9100,4655
AlmostSorted,Standard Merge Sort,9200,4735
AlmostSorted,Standard Merge Sort,9300,4698
AlmostSorted,Standard Merge Sort,9400,4713
AlmostSorted,Standard Merge Sort,9500,4797
AlmostSorted,Standard Merge Sort,9600,4849
AlmostSorted,Standard Merge Sort,9700,4899
AlmostSorted,Standard Merge Sort,9800,4972
AlmostSorted,Standard Merge Sort,9900,5017
AlmostSorted,Hybrid Merge Sort,500,86
AlmostSorted,Hybrid Merge Sort,600,120
AlmostSorted,Hybrid Merge Sort,700,157
AlmostSorted,Hybrid Merge Sort,800,204
AlmostSorted,Hybrid Merge Sort,900,256
AlmostSorted,Hybrid Merge Sort,1000,315
AlmostSorted,Hybrid Merge Sort,1100,237
AlmostSorted,Hybrid Merge Sort,1200,276
AlmostSorted,Hybrid Merge Sort,1300,317
AlmostSorted,Hybrid Merge Sort,1400,352
AlmostSorted,Hybrid Merge Sort,1500,393
AlmostSorted,Hybrid Merge Sort,1600,433
AlmostSorted,Hybrid Merge Sort,1700,476
AlmostSorted,Hybrid Merge Sort,1800,517
AlmostSorted,Hybrid Merge Sort,1900,572
AlmostSorted,Hybrid Merge Sort,2000,647
AlmostSorted,Hybrid Merge Sort,2100,468
AlmostSorted,Hybrid Merge Sort,2200,506
AlmostSorted,Hybrid Merge Sort,2300,577
AlmostSorted,Hybrid Merge Sort,2400,574
AlmostSorted,Hybrid Merge Sort,2500,616
AlmostSorted,Hybrid Merge Sort,2600,668
AlmostSorted,Hybrid Merge Sort,2700,753
AlmostSorted,Hybrid Merge Sort,2800,771
AlmostSorted,Hybrid Merge Sort,2900,824
AlmostSorted,Hybrid Merge Sort,3000,850
AlmostSorted,Hybrid Merge Sort,3100,885
AlmostSorted,Hybrid Merge Sort,3200,945
AlmostSorted,Hybrid Merge Sort,3300,1005
AlmostSorted,Hybrid Merge Sort,3400,1035
AlmostSorted,Hybrid Merge Sort,3500,1083
AlmostSorted,Hybrid Merge Sort,3600,1110
AlmostSorted,Hybrid Merge Sort,3700,1176
AlmostSorted,Hybrid Merge Sort,3800,1237
AlmostSorted,Hybrid Merge Sort,3900,1339
AlmostSorted,Hybrid Merge Sort,4000,1414
AlmostSorted,Hybrid Merge Sort,4100,924
AlmostSorted,Hybrid Merge Sort,4200,984
AlmostSorted,Hybrid Merge Sort,4300,1018
AlmostSorted,Hybrid Merge Sort,4400,1036
AlmostSorted,Hybrid Merge Sort,4500,1077
AlmostSorted,Hybrid Merge Sort,4600,1123
AlmostSorted,Hybrid Merge Sort,4700,1228
AlmostSorted,Hybrid Merge Sort,4800,1156
AlmostSorted,Hybrid Merge Sort,4900,1214
AlmostSorted,Hybrid Merge Sort,5000,1260
AlmostSorted,Hybrid Merge Sort,5100,1318
AlmostSorted,Hybrid Merge Sort,5200,1350
AlmostSorted,Hybrid Merge Sort,5300,1418
AlmostSorted,Hybrid Merge Sort,5400,1434
AlmostSorted,Hybrid Merge Sort,5500,1477
AlmostSorted,Hybrid Merge Sort,5600,1514
AlmostSorted,Hybrid Merge Sort,5700,1571
AlmostSorted,Hybrid Merge Sort,5800,1721
AlmostSorted,Hybrid Merge Sort,5900,1716
AlmostSorted,Hybrid Merge Sort,6000,1762
AlmostSorted,Hybrid Merge Sort,6100,1797
AlmostSorted,Hybrid Merge Sort,6200,1869
AlmostSorted,Hybrid Merge Sort,6300,1931
AlmostSorted,Hybrid Merge Sort,6400,1945
AlmostSorted,Hybrid Merge Sort,6500,1958
AlmostSorted,Hybrid Merge Sort,6600,2000
AlmostSorted,Hybrid Merge Sort,6700,2098
AlmostSorted,Hybrid Merge Sort,6800,2172
AlmostSorted,Hybrid Merge Sort,6900,2217
AlmostSorted,Hybrid Merge Sort,7000,2280
AlmostSorted,Hybrid Merge Sort,7100,2283
AlmostSorted,Hybrid Merge Sort,7200,2359
AlmostSorted,Hybrid Merge Sort,7300,2428
AlmostSorted,Hybrid Merge Sort,7400,2501
AlmostSorted,Hybrid Merge Sort,7500,2525
AlmostSorted,Hybrid Merge Sort,7600,2570
AlmostSorted,Hybrid Merge Sort,7700,2644
AlmostSorted,Hybrid Merge Sort,7800,2744
AlmostSorted,Hybrid Merge Sort,7900,2818
AlmostSorted,Hybrid Merge Sort,8000,2946
AlmostSorted,Hybrid Merge Sort,8100,1913
AlmostSorted,Hybrid Merge Sort,8200,2004
AlmostSorted,Hybrid Merge Sort,8300,2003
AlmostSorted,Hybrid Merge Sort,8400,2099
AlmostSorted,Hybrid Merge Sort,8500,2102
AlmostSorted,Hybrid Merge Sort,8600,2182
AlmostSorted,Hybrid Merge Sort,8700,2234
AlmostSorted,Hybrid Merge Sort,8800,2176
AlmostSorted,Hybrid Merge Sort,8900,2269
AlmostSorted,Hybrid Merge Sort,9000,2282
AlmostSorted,Hybrid Merge Sort,9100,2385
AlmostSorted,Hybrid Merge Sort,9200,2449
AlmostSorted,Hybrid Merge Sort,9300,2419
AlmostSorted,Hybrid Merge Sort,9400,2455
AlmostSorted,Hybrid Merge Sort,9500,2581
AlmostSorted,Hybrid Merge Sort,9600,2556
AlmostSorted,Hybrid Merge Sort,9700,2675
AlmostSorted,Hybrid Merge Sort,9800,2668
AlmostSorted,Hybrid Merge Sort,9900,2747
